neighborhood_code;neighborhood_names;total_destruction
BU00805103;Camminghaburen-Zuid;5.0
BU00805105;De Groene Ster;7.0
BU00806001;Bilgaard;38.0
BU00806002;Havankpark;0.0
BU00806003;Vierhuisterweg e.o.;1.0
BU00806101;Vrijheidswijk-West;14.0
BU00806102;Vrijheidswijk-Oost;3.0
BU00806201;Lekkum;1.0
BU00806202;Snakkerburen;0.0
BU00806203;Buitengebied Lekkum en Miedum;0.0
BU00806204;Blitsaerd;1.0
BU00806205;Jelsum;0.0
BU00806206;Buitengebied Jelsum;0.0
BU00806207;Koarnjum;0.0
BU00806208;Buitengebied Koarnjum;0.0
BU00806209;Britsum;3.0
BU00806210;Buitengebied Britsum;0.0
BU00806301;Stiens;20.0
BU00806302;Buitengebied Stiens;0.0
BU00806303;Feinsum;
BU00806304;Buitengebied Feinsum;0.0
BU00806305;Hijum;0.0
BU00806306;Buitengebied Hijum;
BU00806307;Alde Leie;1.0
BU00807001;Aldlân-Oost;13.0
BU00807002;Aldlân-West;5.0
BU00807003;Rapenburg;1.0
BU00807004;Hemrik;7.0
BU00807101;Goutum;5.0
BU00807201;Hempens/Teerns;0.0
BU00807202;Buitengebied Hempens;
BU00807203;Zuiderburen;12.0
BU00807301;Techum;2.0
BU00807302;Wiarda;0.0
BU00807304;De Zuidlanden;1.0
BU00807401;Middelsee;1.0
BU00808001;Wirdum;8.0
BU00808002;Swichum;0.0
BU00808003;Buitengebied Wirdum;0.0
BU00808004;Wergea;2.0
BU00808005;Buitengebied Wergea;0.0
BU00808006;Warstiens;
BU00808007;Warten;5.0
BU00808008;Buitengebied Warten;2.0
BU00808101;Wytgaard;1.0
BU00808102;Buitengebied Wytgaard;0.0
BU00808103;Mantgum;3.0
BU00808104;Buitengebied Mantgum;
BU00808105;Weidum;0.0
BU00808106;Buitengebied Weidum;0.0
BU00808107;Jellum;0.0
BU00808108;Bears;0.0
BU00808109;Jorwert;0.0
BU00808110;Buitengebied Jorwert;
BU00808111;Hilaard;0.0
BU00808112;Buitengebied Hilaard;0.0
BU00808113;Húns;1.0
BU00808114;Leons;
BU00808115;Baard;1.0
BU00808116;Easterlittens;0.0
BU00808117;Buitengebied Easterlittens;
BU00808201;Reduzum;2.0
BU00808202;Buitengebied Reduzum;0.0
BU00808203;Eagum;
BU00808204;Idaerd;0.0
BU00808205;Friens;0.0
BU00808206;Grou;19.0
BU00808207;Buitengebied Grou;0.0
BU00808208;Jirnsum;3.0
BU00808209;Buitengebied Jirnsum;0.0
BU05460000;Pieterswijk;30.0
BU05460001;Academiewijk;5.0
BU05460002;Levendaal-West;6.0
BU05460003;Levendaal-Oost;20.0
BU05460100;De Camp;8.0
BU05460101;Marewijk;19.0
BU05460102;Pancras-West;9.0
BU05460103;Pancras-Oost;12.0
BU05460104;d'Oude Morsch;19.0
BU05460105;Noordvest;35.0
BU05460106;Havenwijk-Noord;1.0
BU05460107;Havenwijk-Zuid;15.0
BU05460108;Molenbuurt;10.0
BU05460109;De Waard;2.0
BU05460200;Stationskwartier;25.0
BU05460300;Groenoord;5.0
BU05460301;Noorderkwartier;33.0
BU05460302;De Kooi;51.0
BU05460400;Meerburg;13.0
BU05460401;Rijndijkbuurt;11.0
BU05460402;Professorenwijk-Oost;5.0
BU05460403;Burgemeesterswijk;6.0
BU05460404;Professorenwijk-West;6.0
BU05460405;Tuinstadwijk;15.0
BU05460406;Cronestein;9.0
BU05460407;Klein Cronestein;1.0
BU05460408;Roomburg;11.0
BU05460409;Waardeiland;1.0
BU05460500;Vreewijk;10.0
BU05460501;Haagweg-Noord;9.0
BU05460502;Gasthuiswijk;21.0
BU05460503;Fortuinwijk-Noord;21.0
BU05460504;Boshuizen;37.0
BU05460505;Oostvliet;3.0
BU05460506;Haagweg-Zuid;23.0
BU05460507;Fortuinwijk-Zuid;4.0
BU05460600;Transvaalbuurt;23.0
BU05460601;Lage Mors;23.0
BU05460602;Hoge Mors;23.0
BU05460700;Pesthuiswijk;19.0
BU05460701;Houtkwartier;1.0
BU05460702;Raadsherenbuurt;1.0
BU05460703;Vogelwijk;0.0
BU05460704;Leeuwenhoek;1.0
BU05460800;Slaaghwijk;30.0
BU05460801;Zijlwijk-Zuid;1.0
BU05460802;Zijlwijk-Noord;1.0
BU05460803;Merenwijk-Centrum;7.0
BU05460804;Leedewijk-Zuid;3.0
BU05460805;Leedewijk-Noord;5.0
BU05460900;Schenkwijk;19.0
BU05460901;Kloosterhof;15.0
BU05460902;Dobbewijk-Noord;9.0
BU05460903;Dobbewijk-Zuid;15.0
BU05470000;Kerkwijk;7.0
BU05470001;Ouderzorg inclusief De Houtkamp;14.0
BU05470002;Zijlkwartier;5.0
BU05470003;De Vogelwijk;2.0
BU05470004;De Baanderij;5.0
BU05470005;De Schansen;1.0
BU05470006;Winkelhof;7.0
BU05470007;Binnenhof;2.0
BU05470008;Voorhof;8.0
BU05470009;Elizabethhof;5.0
BU05470100;Oranjewijk;1.0
BU05470101;Doeskwartier;0.0
BU05470109;Verspreide huizen;7.0
BU05470200;Buitenhof-Oost-Zuid;4.0
BU05470201;Buitenhof-Midden-West;6.0
BU05470202;Leyhof;2.0
BU19160100;De Zijde;2.0
BU19160101;Duivenvoorde;2.0
BU19160102;Park Veursehout;4.0
BU19160103;Leidsenhage;5.0
BU19160104;Schakenbosch;12.0
BU19160200;Prinsenhof hoogbouw;13.0
BU19160201;Prinsenhof laagbouw;4.0
BU19160300;'t Lien;6.0
BU19160301;De Rietvink;10.0
BU19160400;Kern Stompwijk;4.0
BU19160401;Landelijk gebied Stompwijk;4.0
BU19160500;Damcentrum;3.0
BU19160501;Klein Plaspoelpolder;3.0
BU19160502;Leidschendam-Zuid;25.0
BU19160503;Zeeheldenwijk;1.0
BU19160600;De Heuvel;12.0
BU19160601;Amstelwijk;12.0
BU19160700;Damsigt;8.0
BU19160701;Verzetsheldenwijk;10.0
BU19160702;Raadhuiskwartier;7.0
BU19160703;Sijtwende 3 t/m 5;4.0
BU19160800;Essesteijn;17.0
BU19160801;Nieuw Essesteijn / Zijdezigt;11.0
BU19160900;Voorburg Midden;42.0
BU19160901;Voorburg Oud;36.0
BU19161000;Bovenveen;28.0
BU19161100;Voorburg Noord;35.0
BU19161200;Voorburg West;21.0
BU19161201;Park Leeuwenbergh;0.0
BU09951111;Zuiderzeelaan, Waddenlaan;29.0
BU09951112;IJssellaan;5.0
BU09951113;Langezand;2.0
BU09951114;Jagersveld;1.0
BU09951115;Groene Velden;0.0
BU09951118;Bedrijventerrein Gildenhof;1.0
BU09951221;Atol;19.0
BU09951222;Damrif, Kustrif, Gors, Zandbank;6.0
BU09951223;Bongerd, Buitenplaats;1.0
BU09951225;Hofstede, Plantage, Wijngaard;13.0
BU09951226;Oostrandpark;1.0
BU09951227;Buitenhof;0.0
BU09951331;Beginweg, Bronsweg, Jupiterweg;0.0
BU09951661;Bastion;8.0
BU09951662;Stadspark, Badweg, Langevelderslag;1.0
BU09951666;Lelycentre, Maerlant;25.0
BU09951773;Overijsselse Hout, Hoefslag, Hondsdraf;1.0
BU09951774;Stilte bos, Camping de Houtrib;1.0
BU09951777;Gelderse Hout;
BU09951881;Industrieterrein Oostervaart West;0.0
BU09951882;Industrieterrein Oostervaart Midden;1.0
BU09952111;Karveel Oost;2.0
BU09952112;Karveel West;2.0
BU09952113;Boeier;0.0
BU09952115;Golfpark, Lommerrijk;2.0
BU09952221;Kempenaar Oost;4.0
BU09952222;Kempenaar West;9.0
BU09952223;Kogge;3.0
BU09952224;Hanzepark;9.0
BU09952225;Schouw;19.0
BU09952226;Gondel;2.0
BU09952227;Sportpark Schouw;3.0
BU09952228;Bedrijventerrein Kempenaar;1.0
BU09952331;Saerdam, Vliegent Hert, Fortuijn;1.0
BU09952332;Punter;10.0
BU09952333;Jol;15.0
BU09952334;Galjoen;12.0
BU09952337;Galjoen Zuid;4.0
BU09952338;Bedrijventerrein Jol;1.0
BU09952441;Botter Oost;6.0
BU09952442;Botter West;8.0
BU09952443;Tjalk;5.0
BU09952444;Schoener;14.0
BU09952447;Park Schoener;2.0
BU09952448;Bedrijventerrein Tjalk;2.0
BU09952552;Houtribhoogte Noord;0.0
BU09952772;Golfresort;1.0
BU09952775;Strand Houtribhoek, Houtribbos;0.0
BU09953111;Landstrekenwijk Oost;7.0
BU09953112;Landstrekenwijk Midden;1.0
BU09953113;Landstrekenwijk West;0.0
BU09953222;Hollandse Hout (Villapark);4.0
BU09953551;Lelystad-Haven West;0.0
BU09953552;Lelystad-Haven Oost;12.0
BU09953553;Lelystad-Haven Werkeiland;3.0
BU09953772;Uilenweg;0.0
BU09953881;Industrieterrein Noordersluis Oost;2.0
BU09953882;Industrieterrein Noordersluis West;3.0
BU09954110;Wijkcentrum;4.0
BU09954111;Kamp;24.0
BU09954112;Horst;13.0
BU09954113;Griend;9.0
BU09954114;Zoom;1.0
BU09954115;Wold;16.0
BU09954116;Archipel, Beukenhof, Rozengaard;6.0
BU09954220;Wijkcentrum, Voorstraat;5.0
BU09954221;Getijdenbuurt, Sportpark Doggersbank;3.0
BU09954222;Zeeenbuurt;9.0
BU09954223;Zeestromen en Slotenbuurt;18.0
BU09954224;Merenbuurt;2.0
BU09954225;Rivierenbuurt;5.0
BU09954228;Bedrijventerrein Ketelmeerstraat;0.0
BU09954331;Landerijen Noord/West;5.0
BU09954332;Landerijen Zuid/West;1.0
BU09954333;Landerijen Noord/Oost;5.0
BU09954334;Landerijen Zuid/Oost;1.0
BU09955111;Flora West;0.0
BU09955112;Flora Midden;1.0
BU09955113;Flora Oost PIL;5.0
BU09955221;Woonhavenpad;0.0
BU09955222;Warande West;0.0
BU09955332;Fauna, Bosvalkweg, Zuiderpoort;1.0
BU09955881;Flevopoort II;4.0
BU09956221;De Veste;2.0
BU09956224;De Schans;7.0
BU09956225;De Meent;8.0
BU09956331;Grietenij;10.0
BU09956333;De Meierij, Kerspel;0.0
BU09956661;Waagpassage;14.0
BU09956662;Neringpassage;24.0
BU09956664;Stadhuisstraat;11.0
BU09956666;Het Ravelijn, Ziekenhuisweg;0.0
BU09957119;Visvijver-, Bijl-, Klokbeker-, Plavuizen;0.0
BU09957229;Edelhert-, Runder-, Wisent-, Elandweg;2.0
BU09957339;Lisdodde-, Dronter-, Zeeasterweg, -pad;0.0
BU09957441;Natuurpark Lelystad;1.0
BU09957447;Larserbos, Rietweg;0.0
BU09957449;Vlotgrasweg;0.0
BU09957559;Meerkoetenweg, Eendenweg, Larserpad;0.0
BU09957669;Vogelweg, Meeuwenweg, Pijlstaartweg;2.0
BU09957779;Pijlstaartweg, Vleetweg, Larserweg;
BU09957881;Bedrijvenpark Larserpoort;3.0
BU09957887;Larservaartbos;
BU09957999;Oostvaardersplassen;10.0
BU16400000;Kern Heythuysen;11.0
BU16400001;Verspreide huizen Heythuysen;3.0
BU16400100;Kern Heibloem;0.0
BU16400101;Verspreide huizen Heibloem;1.0
BU16400200;Kern Roggel;7.0
BU16400201;Verspreide huizen Roggel;5.0
BU16400300;Kern Neer;4.0
BU16400301;Verspreide huizen Neer;3.0
BU16400400;Kern Nunhem;1.0
BU16400401;Verspreide huizen Nunhem;1.0
BU16400500;Kern Haelen;16.0
BU16400501;Verspreide huizen Haelen;4.0
BU16400600;Kern Buggenum;0.0
BU16400601;Verspreide huizen Buggenum;
BU16400700;Kern Horn;10.0
BU16400701;Verspreide huizen Horn;5.0
BU16400800;Kern Baexem;8.0
BU16400801;Verspreide huizen Baexem;6.0
BU16400900;Kern Kelpen-Oler;2.0
BU16400901;Verspreide huizen Kelpen-Oler;1.0
BU16401000;Kern Grathem;2.0
BU16401001;Verspreide huizen Grathem;1.0
BU16401100;Kern Ell;1.0
BU16401101;Verspreide huizen Ell;0.0
BU16401200;Kern Haler;1.0
BU16401201;Verspreide huizen Haler;2.0
BU16401300;Kern Hunsel;0.0
BU16401301;Verspreide huizen Hunsel;1.0
BU16401400;Kern Neeritter;1.0
BU16401401;Verspreide huizen Neeritter;0.0
BU16401500;Kern Ittervoort;6.0
BU16401501;Verspreide huizen Ittervoort;1.0
BU03270000;Hamershof;3.0
BU03270001;Akkerhoeve;2.0
BU03270002;Noorwijck;10.0
BU03270003;Langenbeek;2.0
BU03270004;Zwanenburg;4.0
BU03270005;Munnikhove;0.0
BU03270006;Bosveld;1.0
BU03270007;Claverenblad;0.0
BU03270008;Wildenburg;4.0
BU03270009;Buitengebied Leusden-Centrum Oost;0.0
BU03270100;Hamersveld-Oud;3.0
BU03270101;Hamersveld-Nieuw;0.0
BU03270102;Rozenboom;4.0
BU03270103;Rozendaal;2.0
BU03270104;Alandsbeek-West;1.0
BU03270105;Alandsbeek-Oost;3.0
BU03270106;De Wetering;2.0
BU03270107;Rossenberg;0.0
BU03270108;Groenhouten;17.0
BU03270109;Buitengebied Leusden-Centrum West;9.0
BU03270200;Kern Leusden-Zuid;3.0
BU03270201;Tabaksteeg;4.0
BU03270209;Buitengebied Leusden-Zuid;4.0
BU03270300;Kern Achterveld;3.0
BU03270309;Buitengebied Achterveld;0.0
BU03270400;Stoutenburg;2.0
BU03270500;'t Ruige Veld;4.0
BU03270501;'t Vliet;3.0
BU07330000;Asperen Oude Kern;9.0
BU07330001;Westelijke uitbreiding Asperen;6.0
BU07330009;Verspreide huizen Asperen;2.0
BU07330100;Heukelum Oude Kern;1.0
BU07330101;Uitbreiding Heukelum;5.0
BU07330102;Spijk en Boveneind Spijk en Vogelswerf;1.0
BU07330109;Verspr.h. Heukelum en Friezenwijk;1.0
BU07330200;Vuren;11.0
BU07330209;Verspreide huizen Vuren;2.0
BU07330300;Herwijnen;3.0
BU07330309;Verspreide huizen Herwijnen;2.0
BU17050000;Bemmel;37.0
BU17050001;Haalderen;1.0
BU17050002;Angeren;4.0
BU17050003;Doornenburg;0.0
BU17050004;Verspreide huizen Ressen;0.0
BU17050005;Verspreide huizen Angeren;4.0
BU17050006;Verspreide huizen Bemmel;3.0
BU17050007;Verspreide huizen Doornenburg;0.0
BU17050008;Verspreide huizen Bemmel-Lent;
BU17050009;Verspreide huizen Ambtswaard;
BU17050010;Verspreide huizen Haalderen;1.0
BU17050011;Ooijrijkse Polder;
BU17050100;Gendt;12.0
BU17050101;Buurt Gendt;1.0
BU17050102;Kommerdijk;0.0
BU17050103;Hulhuizen;0.0
BU17050104;Flieren;0.0
BU17050108;Verspreide huizen Flieren;2.0
BU17050109;Verspreide huizen Gendtsche Waarden;1.0
BU17050200;Oude Stad Huissen;8.0
BU17050201;Uitbreiding Stad Huissen;24.0
BU17050202;Het Zand;12.0
BU17050203;Zilverkamp;21.0
BU17050207;Verspreide huizen Het Zand;7.0
BU17050208;Verspreide huizen Hoeve en Loostraat;4.0
BU17050209;Verspreide huizen Uiterwaard;1.0
BU05530100;De Loosters;4.0
BU05530200;Halfweg;1.0
BU05530300;Meer en Duin;2.0
BU05530400;De Blinkerd;5.0
BU05530500;Meerenburgh;5.0
BU05530600;Oranjewijk;3.0
BU05530700;Zeeheldenwijk;4.0
BU05530800;Bloemenwijk;6.0
BU05530900;Centrum;18.0
BU05531000;Berkhout;9.0
BU05531100;Van Rijckevorsel;3.0
BU05531200;Componistenwijk;6.0
BU05531300;Schilderswijk;13.0
BU05531400;Vogelwijk;3.0
BU05531500;Dever;0.0
BU05531600;Geestwater;1.0
BU05531700;Vrouwenpolder;2.0
BU05531800;Lisse Rond;1.0
BU05531900;De Engel;9.0
BU05532000;Ter Beek;2.0
BU05532100;Roovers Broek;1.0
BU02620000;Vesting;2.0
BU02620001;Zuiderenk;13.0
BU02620002;Lochem-Zuid;1.0
BU02620003;Lochem-Oost;12.0
BU02620004;Lochem-West;5.0
BU02620005;Lochem-Noord;6.0
BU02620006;Molengronden;1.0
BU02620100;Zwiep;0.0
BU02620106;Verspreide huizen Het Veen en Grote Veld;0.0
BU02620107;Verspreide huizen Klein Dochteren;3.0
BU02620108;Verspreide huizen Ampsen;3.0
BU02620109;Verspr.h. Nettelhorst, Langen en Zwiep;2.0
BU02620200;Laren;5.0
BU02620201;Exel;
BU02620205;Verspreide huizen Groot Dochteren;1.0
BU02620206;Verspreide huizen Oolde;0.0
BU02620207;Verspreide huizen Verwolde;1.0
BU02620208;Verspreide huizen Exel;1.0
BU02620209;Exel Tol;
BU02620300;Barchem;2.0
BU02620307;Verspreide huizen Lochemseweg;0.0
BU02620308;Verspr.h. Zwarte Veen en Barchemse Enk;0.0
BU02620309;Verspr.h. Boschheurne en Zwiepsche Broek;1.0
BU02620400;Gorssel;10.0
BU02620401;Eefde;16.0
BU02620402;Epse;5.0
BU02620406;Verspreide huizen Joppe;0.0
BU02620407;Verspreide huizen Gorssel;0.0
BU02620408;Verspreide huizen Epse;2.0
BU02620409;Verspreide huizen Eefde;8.0
BU02620500;Almen;3.0
BU02620501;Harfsen;1.0
BU02620506;Verspr.h. Almen ten Z. van Twentekanaal;2.0
BU02620507;Verspr.h. Almen ten N. van Twentekanaal;0.0
BU02620508;Verspreide huizen Harfsen;1.0
BU02620509;Verspreide huizen Kring van Dorth;0.0
BU08091001;Draaiboom;3.0
BU08091005;Hil (noord);0.0
BU08091006;Hil (zuid);3.0
BU08091010;Pannenhoef (west);0.0
BU08091011;Pannenhoef (oost);2.0
BU08091015;Bloemenbuurt;2.0
BU08091020;Centrum;8.0
BU08091021;Schrijversbuurt;3.0
BU08091025;Staatsliedenbuurt;2.0
BU08091030;Vossenberg (west);4.0
BU08091031;Vossenberg (oost);5.0
BU08091035;De Kets (industrieterrein);4.0
BU08091040;De Zandschel;0.0
BU08091041;De Baan;4.0
BU08092045;Heikant;4.0
BU08092048;Els (west);0.0
BU08092049;Els (oost);3.0
BU08092052;Rooi Dorp;3.0
BU08092055;Loonse Vaart;6.0
BU08092058;De Oude Omdraaier;1.0
BU08092061;Prinsessenbuurt;5.0
BU08092063;Het Hoekske;11.0
BU08092066;De Klinkenpolder;20.0
BU08093070;Oud-Loon;10.0
BU08093071;Mussenhoek;0.0
BU08093080;Molenwijk (noord);3.0
BU08093081;Molenwijk (zuid);0.0
BU08093090;Bergeind;1.0
BU08093091;Oost-Loon;0.0
BU08093092;De Plakken;0.0
BU08094095;De Moer;2.0
BU03310000;Lopik-Dorp;23.0
BU03310001;Graaf;0.0
BU03310002;Uitweg;0.0
BU03310003;Lopikerkapel;0.0
BU03310004;Jaarsveld;0.0
BU03310005;Wielsekade;0.0
BU03310006;Cabauw;2.0
BU03310007;Zevender;0.0
BU03310008;Lekdijk tussen Jaarsveld en Schoonhoven;2.0
BU03310009;Langs de Lekdijk Lopikerwaard;1.0
BU03310010;Benschop-Dorp;4.0
BU03310019;Benschop Boveneind-Benedeneind;1.0
BU03310020;Polsbroek-Dorp;1.0
BU03310029;Polsbroek-Noordzijdseweg-Zuidzijdseweg;2.0
BU00240000;Loppersum;3.0
BU00240001;Garrelsweer;1.0
BU00240002;Wirdum;1.0
BU00240003;Wirdumerdraai;0.0
BU00240005;Winneweer (gedeeltelijk);
BU00240008;Verspr.h. Eemskanaal en Damsterdiep;0.0
BU00240009;Verspr.h. ten N. van het Damsterdiep;1.0
BU00240100;Stedum;8.0
BU00240101;Westeremden;1.0
BU00240102;Garsthuizen (gedeeltelijk);0.0
BU00240109;Verspr.h. Stedum inclusief Startenhuizen;0.0
BU00240200;Middelstum;7.0
BU00240201;Westerwijtwerd;2.0
BU00240202;Huizinge;0.0
BU00240203;Toornwerd;
BU00240209;Verspreide huizen Middelstum;3.0
BU00240300;'t Zandt;2.0
BU00240301;Zeerijp;1.0
BU00240302;Zijldijk;0.0
BU00240303;Leermens;0.0
BU00240304;Oosterwijtwerd;0.0
BU00240305;Eenum;
BU00240309;Verspreide huizen 't Zandt;2.0
BU01680001;Losser-West;11.0
BU01680002;Bedrijfsterrein Losser;0.0
BU01680003;Losser-Oost;15.0
BU01680009;Verspreide huizen Losser;5.0
BU01680101;Glane kern;0.0
BU01680102;Glane-beekhoek;
BU01680109;Verspreide huizen Glane;0.0
BU01680201;Overdinkel kern;13.0
BU01680209;Verspreide huizen Overdinkel;0.0
BU01680301;De Lutte kern;2.0
BU01680309;Verspreide huizen De Lutte;3.0
BU01680401;Beuningen kern;
BU01680409;Verspreide huizen Beuningen;0.0
BU02630000;Kerkdriel;28.0
BU02630001;Velddriel;1.0
BU02630002;Hoenzadriel;0.0
BU02630003;Alem;0.0
BU02630006;Verspreide huizen Noord Beemden;0.0
BU02630007;Verspr.h. Kerkdriel, Berm en Hoorzik;0.0
BU02630008;Verspr.h. Velddriel, Vlierd en Beemden;5.0
BU02630009;Verspr.h. Maasdijk en Uiterwaarden;0.0
BU02630010;Verspreide huizen Alem;1.0
BU02630100;Ammerzoden;11.0
BU02630101;Well;2.0
BU02630102;Wellseind-Slijkwell;0.0
BU02630108;Verspreide huizen Het Heust;0.0
BU02630109;Verspreide huizen Uilecoten;0.0
BU02630200;Hedel;13.0
BU02630208;Verspreide huizen in het bouwgebied;0.0
BU02630209;Verspreide huizen in de polder Hedel;2.0
BU02630300;Heerewaarden;4.0
BU02630301;Huizendijk, Voorne, De Kop en Veluwe;1.0
BU02630309;Verspreide huizen Heerewaarden;2.0
BU02630400;Rossum;5.0
BU02630401;Hurwenen;1.0
BU02630408;Verspreide huizen Hurwenen en Rossum;2.0
BU02630409;Overige verspreide huizen;1.0
BU16410000;Maasbracht;19.0
BU16410001;Brachterbeek;1.0
BU16410009;Verspreide huizen Het Vonderen;0.0
BU16410100;Linne;4.0
BU16410109;Verspreide huizen Linnerveld en Weerd;0.0
BU16410200;Stevensweert waaronder Bilt;11.0
BU16410201;Eiland-Brandt;6.0
BU16410300;Laak;1.0
BU16410301;Ohé;3.0
BU16410400;Thorn;11.0
BU16410409;Verspreide huizen Thorn;1.0
BU16410500;Heel;12.0
BU16410501;Panheel;0.0
BU16410509;Verspreide huizen Heel;4.0
BU16410600;Beegden;4.0
BU16410700;Wessem;7.0
BU05560101;Taanschuurpolder;20.0
BU05560201;Vertobuurt;18.0
BU05560202;Bloemenbuurt;4.0
BU05560203;Bomendal;17.0
BU05560301;Sluispolder Oost;10.0
BU05560302;Sluispolder West;10.0
BU05560303;Binnenstad;9.0
BU05560401;Kapelpolder;8.0
BU05560402;Componistenbuurt;5.0
BU05560403;Koningshoek;16.0
BU05560404;Het Balkon;4.0
BU05560405;Nieuwe waterweg;1.0
BU05560501;Vogelbuurt;14.0
BU05560502;Burgemeesterswijk;13.0
BU05560601;Steendijkpolder Noord;4.0
BU05560602;Steendijkpolder Zuid;10.0
BU05560701;Zuidbuurt;1.0
BU05560702;De Dijk;0.0
BU05560801;Wilgenrijk;4.0
BU09350000;Binnenstad;63.0
BU09350001;Jekerkwartier;19.0
BU09350002;Kommelkwartier;19.0
BU09350003;Statenkwartier;47.0
BU09350004;Boschstraatkwartier;19.0
BU09350005;Sint Maartenspoort;21.0
BU09350006;Wyck;42.0
BU09350100;Villapark;9.0
BU09350101;Jekerdal;17.0
BU09350102;Biesland;7.0
BU09350103;Campagne;3.0
BU09350104;Wolder;7.0
BU09350105;Sint Pieter;1.0
BU09350200;Brusselsepoort;32.0
BU09350201;Mariaberg;30.0
BU09350202;Belfort;5.0
BU09350203;Pottenberg;26.0
BU09350204;Malpertuis;31.0
BU09350205;Caberg;28.0
BU09350206;Oud-Caberg;4.0
BU09350207;Malberg;30.0
BU09350208;Dousberg-Hazendans;5.0
BU09350209;Daalhof;21.0
BU09350300;Boschpoort;4.0
BU09350301;Bosscherveld;4.0
BU09350302;Frontenkwartier;7.0
BU09350303;Belvédère;2.0
BU09350304;Lanakerveld;0.0
BU09350400;Wyckerpoort;32.0
BU09350401;Heugemerveld;13.0
BU09350402;Wittevrouwenveld;73.0
BU09350403;Nazareth;43.0
BU09350404;Limmel;16.0
BU09350405;Scharn;28.0
BU09350406;Amby;30.0
BU09350500;Beatrixhaven;4.0
BU09350501;Borgharen;5.0
BU09350502;Itteren;2.0
BU09350503;Meerssenhoven;0.0
BU09350600;Randwyck;21.0
BU09350601;Heugem;13.0
BU09350602;Heer;47.0
BU09350603;De Heeg;32.0
BU09350604;Vroendaal;4.0
BU16630000;Ulrum;3.0
BU16630001;Zoutkamp;3.0
BU16630002;Houwerzijl;3.0
BU16630003;Vierhuizen;1.0
BU16630004;Niekerk;1.0
BU16630005;Lauwersoog;0.0
BU16630006;Haven Lauwersoog;0.0
BU16630008;Landelijk gebied Lauwersmeer;2.0
BU16630009;Verspreide huizen Ulrum;0.0
BU16630100;Wehe-Den Hoorn-West;3.0
BU16630101;Leens;7.0
BU16630102;Warfhuizen;0.0
BU16630103;Mensingeweer;
BU16630104;Schouwerzijl;0.0
BU16630105;Wehe-Den Hoorn-Oost;6.0
BU16630106;Zuurdijk;
BU16630109;Verspreide huizen Leens;3.0
BU16630200;Eenrum;4.0
BU16630201;Pieterburen;0.0
BU16630202;Westernieland;1.0
BU16630203;Kaakhorn;0.0
BU16630208;Verspreide huizen Oude Land;0.0
BU16630209;Verspreide huizen in het Noorden;4.0
BU16630300;Kloosterburen;2.0
BU16630301;Hornhuizen;
BU16630302;Kruisweg;2.0
BU16630303;Molenrij;
BU16630304;Kleine Huisjes;
BU16630309;Verspreide huizen Kloosterburen;2.0
BU00250000;Marum;25.0
BU00250002;Nuis;2.0
BU00250003;Niebert;1.0
BU00250004;Boerakker;1.0
BU00250005;Lucaswolde;0.0
BU00250006;Noordwijk;0.0
BU00250007;De Haar;1.0
BU00250008;Verspreide huizen in het noordwesten;0.0
BU00250009;Verspreide huizen in het noordoosten;3.0
BU00250100;De Wilp (gedeeltelijk);7.0
BU00250101;Wilpstervaart;0.0
BU00250102;Keuningswijk;0.0
BU00250104;Jonkersvaart;1.0
BU00250108;Verspr.h. ten noorden van Jonkersvaart;
BU00250109;Verspr.h. ten noorden van de Wilp;
BU04200000;Oude Stad;23.0
BU04200001;Koggenwijk;8.0
BU04200002;Industrieterrein;0.0
BU04200003;Randwijk en Gildewijk;9.0
BU04200004;Vlietwijk;0.0
BU04200009;Brake;3.0
BU04200100;Centrum Wognum;9.0
BU04200101;Oosteinde;1.0
BU04200102;Wadway (gedeeltelijk);1.0
BU04200109;Verspreide huizen langs Zomerdijk;0.0
BU04200200;Nibbixwoud en Wijzend;8.0
BU04200300;Zwaagdijk-West;1.0
BU04200400;Midwoud;4.0
BU04200401;Oostwoud;0.0
BU04200500;Sijbekarspel;0.0
BU04200501;Benningbroek-West;5.0
BU04200502;Benningbroek-Oost;2.0
BU04200600;Hauwert;3.0
BU04200700;Twisk;11.0
BU04200800;Opperdoes;3.0
BU04200900;Abbekerk;8.0
BU04200901;Lambertschaag;1.0
BU04201000;Centrum Andijk;11.0
BU04201001;Midden;4.0
BU04201002;Oost;5.0
BU04201003;Bangert;4.0
BU04201100;Centrum (West) Wervershoof;3.0
BU04201101;Onderdijk;6.0
BU04201102;Centrum (Oost) Wervershoof;9.0
BU04201103;Driehuizen;1.0
BU04201200;Zwaagdijk-Oost;1.0
BU09380000;Meerssen;23.0
BU09380001;Rothem;5.0
BU09380002;Weert;0.0
BU09380003;Raar;0.0
BU09380009;Verspreide huizen;1.0
BU09380100;Ulestraten;3.0
BU09380109;Verspreide huizen;2.0
BU09380200;Bunde;9.0
BU09380201;Kasen;0.0
BU09380202;Geulle;0.0
BU09380203;Hussenberg met Snijdersberg;0.0
BU09380204;Hulsen-Oostbroek;2.0
BU09380205;Moorveld;0.0
BU09380206;Brommelen-Westbroek;2.0
